                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 3.2872,                 8.3218,                 2.3023,                      0,                      0,                      0,                      0,                 1.0628,                 5.2031,                  0.371,              0.0012379,              0.0012379,              0.0012379
                     15,                 2.9301,                 7.2415,                 2.2711,                      0,                      0,                      0,                      0,                 1.0628,                 5.2031,                  0.371,              0.0012049,              0.0012049,              0.0012049
                     16,                  2.881,                 6.5567,                 2.5316,                      0,                      0,                      0,                      0,                 2.2895,                 6.8203,                0.84454,              0.0011719,              0.0011719,              0.0011719
                     17,                 2.5937,                 5.9079,                 2.0672,                      0,                      0,                      0,                      0,                 6.1053,                 11.752,                 2.6379,              0.0011389,              0.0011389,              0.0011389
                     18,                 2.7406,                 7.2401,                 2.1747,                      0,                      0,                      0,                      0,                 5.9403,                 14.079,                  2.612,              0.0011059,              0.0011059,              0.0011059
                     19,                 3.0568,                 6.9137,                 2.3094,                      0,                      0,                      0,                      0,                 5.9403,                 14.079,                  2.612,              0.0010729,              0.0010729,              0.0010729
                     20,                 2.5682,                 5.2967,                 1.8642,                      0,                      0,                      0,                      0,                 6.0685,                  12.58,                 2.8509,              0.0010399,              0.0010399,              0.0010399
                     21,                 2.2554,                 8.7866,                 1.7367,                      0,                      0,                      0,                      0,                 5.9706,                 5.5493,                 3.3096,              0.0010069,              0.0010069,              0.0010069
                     22,                 2.3625,                 7.3863,                 1.6757,                      0,                      0,                      0,                      0,                 5.9706,                 5.5493,                 3.3096,             0.00097386,             0.00097386,             0.00097386
                     23,                 2.1838,                 4.9485,                 1.7386,                      0,                      0,                      0,                      0,                  5.771,                  5.163,                 3.2266,             0.00094085,             0.00094085,             0.00094085
                     24,                 2.1934,                 5.1413,                 1.8163,                      0,                      0,                      0,                      0,                 5.6673,                 5.4674,                 3.1605,             0.00090785,             0.00090785,             0.00090785
                     25,                 2.2764,                 4.3534,                 1.7109,                      0,                      0,                      0,                      0,                 5.6673,                 5.4674,                 3.1605,             0.00087484,             0.00087484,             0.00087484
                     26,                 2.4906,                 4.5926,                 1.7229,                      0,                      0,                      0,                      0,                 5.7824,                 6.5231,                 2.9456,             0.00084184,             0.00084184,             0.00084184
                     27,                 2.4973,                 4.8583,                  1.617,                      0,                      0,                      0,                      0,                 5.7753,                 8.3138,                 2.7022,             0.00080883,             0.00080883,             0.00080883
                     28,                 2.1336,                 3.6974,                  1.669,                      0,                      0,                      0,                      0,                 5.7753,                 8.3138,                 2.7022,             0.00077582,             0.00077582,             0.00077582
                     29,                 1.9562,                 3.8652,                 1.7258,                      0,                      0,                      0,                      0,                 5.4698,                 8.4793,                 2.3744,             0.00074282,             0.00074282,             0.00074282
                     30,                 2.1723,                 4.9398,                  1.591,                      0,                      0,                      0,                      0,                  5.059,                 7.0903,                 2.1151,             0.00070981,             0.00070981,             0.00070981
                     31,                 2.1891,                 4.0209,                 1.6531,                      0,                      0,                      0,                      0,                  5.059,                 7.0903,                 2.1151,              0.0006768,              0.0006768,              0.0006768
                     32,                 2.4361,                 4.2649,                 1.6385,                      0,                      0,                      0,                      0,                 4.8569,                 5.8626,                 1.9993,              0.0006438,              0.0006438,              0.0006438
                     33,                 2.3283,                 4.1003,                 1.5845,                      0,                      0,                      0,                      0,                 4.7878,                 5.7486,                 1.9871,             0.00061079,             0.00061079,             0.00061079
                     34,                 1.9528,                 3.7899,                 1.5762,                      0,                      0,                      0,                      0,                 4.6304,                 6.3112,                 1.9727,             0.00057778,             0.00057778,             0.00057778
                     35,                 2.0101,                 3.5646,                 1.5253,                      0,                      0,                      0,                      0,                 4.6304,                 6.3112,                 1.9727,             0.00054478,             0.00054478,             0.00054478
                     36,                 2.1097,                 3.7763,                  1.491,                      0,                      0,                      0,                      0,                 4.5039,                 7.5813,                 1.9601,             0.00051177,             0.00051177,             0.00051177
                     37,                 2.1431,                 4.8616,                 1.6449,                      0,                      0,                      0,                      0,                  4.487,                 8.7556,                  1.972,             0.00047876,             0.00047876,             0.00047876
                     38,                 2.0269,                 3.3994,                 1.6151,                      0,                      0,                      0,                      0,                  4.487,                 8.7556,                  1.972,             0.00044576,             0.00044576,             0.00044576
                     39,                 2.0126,                 3.4355,                 1.4801,                      0,                      0,                      0,                      0,                 4.5773,                 9.1289,                 2.0023,             0.00041275,             0.00041275,             0.00041275
                     40,                 1.9499,                 4.5184,                 1.5371,                      0,                      0,                      0,                      0,                 4.6185,                 8.8331,                 2.0154,             0.00037974,             0.00037974,             0.00037974
                     41,                   1.87,                  4.231,                 1.5684,                      0,                      0,                      0,                      0,                 4.6185,                 8.8331,                 2.0154,             0.00034674,             0.00034674,             0.00034674
                     42,                 1.8903,                 4.1017,                  1.524,                      0,                      0,                      0,                      0,                 4.5601,                 8.1297,                 1.9844,             0.00031373,             0.00031373,             0.00031373
                     43,                 2.0495,                 5.8246,                 1.4578,                      0,                      0,                      0,                      0,                 4.4903,                 8.0261,                 1.9663,             0.00028072,             0.00028072,             0.00028072
                     44,                 1.9132,                 4.1273,                 1.6638,                      0,                      0,                      0,                      0,                 4.4903,                 8.0261,                 1.9663,             0.00024772,             0.00024772,             0.00024772
                     45,                 1.8432,                 3.9757,                 1.6187,                      0,                      0,                      0,                      0,                 4.4155,                 7.4825,                 1.9533,             0.00021471,             0.00021471,             0.00021471
                     46,                 2.1219,                  5.639,                 1.5545,                      0,                      0,                      0,                      0,                 4.3227,                 6.7543,                 1.9301,              0.0001817,              0.0001817,              0.0001817
                     47,                 1.6623,                 4.0462,                 1.5125,                      0,                      0,                      0,                      0,                 4.3227,                 6.7543,                 1.9301,              0.0001487,              0.0001487,              0.0001487
                     48,                 1.8493,                 6.1874,                 1.5016,                      0,                      0,                      0,                      0,                 4.2946,                 6.4091,                 1.9255,             0.00011569,             0.00011569,             0.00011569
                     49,                 1.9704,                 6.5701,                 1.5678,                      0,                      0,                      0,                      0,                 4.2644,                 6.3067,                 1.9186,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     50,                 1.5904,                 4.5886,                 1.4674,                      0,                      0,                      0,                      0,                 4.2446,                 6.3435,                 1.9216,             4.9677e-05,             4.9677e-05,             4.9677e-05
