                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 3.2609,                 3.3298,                 1.7407,                0.22602,                0.14286,                0.16462,                0.06464,                  3.036,                  2.795,                 1.4263,              0.0010892,              0.0010892,              0.0010892
                     25,                 3.2328,                 3.0262,                 1.6651,                0.22602,                0.14286,                0.16462,                0.06464,                  3.036,                  2.795,                 1.4263,              0.0010496,              0.0010496,              0.0010496
                     26,                  3.351,                 3.0545,                 1.5347,                0.37994,                0.14286,                0.26489,                0.09743,                 2.5954,                 2.6077,                 1.3383,                0.00101,                0.00101,                0.00101
                     27,                 3.1318,                  2.893,                 1.4724,                0.89374,                0.42857,                0.56408,                0.22107,                 2.2262,                 1.9723,                 1.2708,              0.0009704,              0.0009704,              0.0009704
                     28,                 3.0128,                 2.7194,                 1.5174,                0.89374,                0.42857,                0.56408,                0.22107,                 2.2262,                 1.9723,                 1.2708,              0.0009308,              0.0009308,              0.0009308
                     29,                 2.9808,                 2.5746,                 1.4243,                0.62305,                0.64286,                0.61832,                0.23034,                 2.2821,                 1.6908,                 1.2509,              0.0008912,              0.0008912,              0.0008912
                     30,                 2.8811,                 2.4167,                 1.3939,                 0.5575,                0.54125,                0.61223,                0.21685,                 2.4302,                 1.6525,                 1.2505,              0.0008516,              0.0008516,              0.0008516
                     31,                 3.0445,                 2.4225,                 1.3403,                 0.5575,                0.54125,                0.61223,                0.21685,                 2.4302,                 1.6525,                 1.2505,               0.000812,               0.000812,               0.000812
                     32,                  2.775,                 2.4071,                 1.2923,                0.61396,                0.71429,                0.63536,                0.23175,                 2.5383,                 1.4298,                 1.2587,              0.0007724,              0.0007724,              0.0007724
                     33,                 2.8453,                 2.3659,                 1.2687,                0.60717,                0.85714,                0.64128,                 0.1639,                 2.8869,                  1.461,                 1.3004,              0.0007328,              0.0007328,              0.0007328
                     34,                 2.6997,                 2.2847,                 1.3221,                0.51536,                0.85714,                0.51971,                0.11982,                 3.0269,                 1.6167,                 1.3345,              0.0006932,              0.0006932,              0.0006932
                     35,                 2.6317,                 2.2161,                 1.2689,                0.51536,                0.85714,                0.51971,                0.11982,                 3.0269,                 1.6167,                 1.3345,              0.0006536,              0.0006536,              0.0006536
                     36,                 2.6928,                 2.3234,                  1.219,                0.47305,                0.71429,                0.48584,                 0.1322,                 2.8897,                 1.6725,                 1.3462,               0.000614,               0.000614,               0.000614
                     37,                   2.54,                 2.3402,                 1.3165,                0.62344,                0.85714,                0.67038,                0.15959,                 2.8244,                 1.5931,                 1.3099,              0.0005744,              0.0005744,              0.0005744
                     38,                  2.536,                 2.4041,                 1.3038,                0.62344,                0.85714,                0.67038,                0.15959,                 2.8244,                 1.5931,                 1.3099,              0.0005348,              0.0005348,              0.0005348
                     39,                 2.6241,                 2.1487,                 1.1816,                0.90278,                0.66469,                0.85465,                0.26337,                 2.6685,                  1.525,                 1.2464,              0.0004952,              0.0004952,              0.0004952
                     40,                 2.6984,                 2.2816,                 1.2838,                0.84888,                0.71429,                0.83425,                0.28495,                 2.6474,                 1.4388,                 1.2218,              0.0004556,              0.0004556,              0.0004556
                     41,                 2.4685,                 2.6659,                 1.2376,                0.84888,                0.71429,                0.83425,                0.28495,                 2.6474,                 1.4388,                 1.2218,               0.000416,               0.000416,               0.000416
                     42,                 2.4563,                 2.6242,                 1.2273,                0.90512,                0.71429,                0.81836,                0.27806,                 2.6593,                 1.4407,                 1.2201,              0.0003764,              0.0003764,              0.0003764
                     43,                 2.3928,                 2.4448,                 1.1985,                0.80879,                0.71429,                0.81923,                0.28077,                 2.6223,                 1.4873,                 1.2285,              0.0003368,              0.0003368,              0.0003368
                     44,                 2.2993,                 2.4167,                 1.2693,                0.80879,                0.71429,                0.81923,                0.28077,                 2.6223,                 1.4873,                 1.2285,              0.0002972,              0.0002972,              0.0002972
                     45,                   2.35,                  2.381,                 1.2485,                0.77155,                0.78571,                0.82341,                0.28105,                 2.5888,                 1.4822,                 1.2203,              0.0002576,              0.0002576,              0.0002576
                     46,                  2.399,                 2.3848,                 1.2153,                 0.6661,                0.78571,                0.82436,                0.27764,                 2.5076,                 1.4374,                 1.2097,               0.000218,               0.000218,               0.000218
                     47,                 2.3648,                 2.3276,                 1.2483,                 0.6661,                0.78571,                0.82436,                0.27764,                 2.5076,                 1.4374,                 1.2097,              0.0001784,              0.0001784,              0.0001784
                     48,                   2.32,                 2.2808,                 1.2244,                0.64792,                0.78886,                0.79387,                0.27683,                 2.4657,                 1.4102,                 1.2022,              0.0001388,              0.0001388,              0.0001388
                     49,                 2.5123,                 2.4513,                 1.2999,                0.68057,                0.78571,                0.81759,                0.28812,                 2.4124,                 1.3992,                 1.1938,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 2.2972,                 2.2599,                 1.1748,                0.74462,                0.71429,                0.87677,                0.29222,                  2.371,                 1.3962,                 1.1836,               5.96e-05,               5.96e-05,               5.96e-05
