                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 2.6457,                 28.921,                 1.4125,                      0,                      0,                      0,                      0,                0.05232,                 12.273,                0.03015,             0.00060893,             0.00060893,             0.00060893
                     15,                 1.6954,                  30.78,                0.84755,                      0,                      0,                      0,                      0,                0.05232,                 12.273,                0.03015,             0.00063606,             0.00063606,             0.00063606
                     16,                  3.648,                 31.629,                 1.7906,                      0,                      0,                      0,                      0,                0.05232,                 12.273,                0.03015,             0.00066082,             0.00066082,             0.00066082
                     17,                 3.5479,                 31.282,                 1.7829,                      0,                      0,                      0,                      0,                0.04763,                 12.266,                0.02777,              0.0006832,              0.0006832,              0.0006832
                     18,                 4.3843,                 22.672,                 2.1595,                      0,                      0,                      0,                      0,                0.04763,                 12.266,                0.02777,              0.0007032,              0.0007032,              0.0007032
                     19,                 2.9896,                  28.47,                 1.3187,                      0,                      0,                      0,                      0,                0.04763,                 12.266,                0.02777,             0.00072083,             0.00072083,             0.00072083
                     20,                 3.6881,                 24.406,                 1.8757,                      0,                      0,                      0,                      0,                0.03781,                 10.914,                0.02257,             0.00073608,             0.00073608,             0.00073608
                     21,                 6.0948,                 13.481,                 2.9131,                      0,                      0,                      0,                      0,                0.03781,                 10.914,                0.02257,             0.00074896,             0.00074896,             0.00074896
                     22,                 1.1695,                 27.683,                0.46948,                      0,                      0,                      0,                      0,                0.03781,                 10.914,                0.02257,             0.00075946,             0.00075946,             0.00075946
                     23,                 4.0753,                  27.71,                 1.9301,                      0,                      0,                      0,                      0,                0.03781,                 10.914,                0.02257,             0.00076758,             0.00076758,             0.00076758
                     24,                 6.0024,                 12.627,                 3.0197,                      0,                      0,                      0,                      0,                0.03017,                 4.0312,                 0.0184,             0.00077333,             0.00077333,             0.00077333
                     25,                 4.0612,                  21.92,                  1.887,                      0,                      0,                      0,                      0,                0.03017,                 4.0312,                 0.0184,              0.0007767,              0.0007767,              0.0007767
                     26,                 2.5363,                 21.205,                 1.4531,                      0,                      0,                      0,                      0,                0.03017,                 4.0312,                 0.0184,              0.0007777,              0.0007777,              0.0007777
                     27,                 5.3109,                 20.626,                  2.629,                      0,                      0,                      0,                      0,                0.03017,                 4.0312,                 0.0184,             0.00077632,             0.00077632,             0.00077632
                     28,                 4.9651,                 18.818,                  2.405,                      0,                      0,                      0,                      0,                0.03017,                 4.0312,                 0.0184,             0.00077256,             0.00077256,             0.00077256
                     29,                 5.4051,                  16.75,                 2.6026,                      0,                      0,                      0,                      0,                0.02542,                 3.0352,                0.01567,             0.00076643,             0.00076643,             0.00076643
                     30,                   4.14,                 15.877,                 1.9582,                      0,                      0,                      0,                      0,                0.02542,                 3.0352,                0.01567,             0.00075792,             0.00075792,             0.00075792
                     31,                 3.6014,                 20.419,                 1.6279,                      0,                      0,                      0,                      0,                0.02542,                 3.0352,                0.01567,             0.00074704,             0.00074704,             0.00074704
                     32,                 3.7559,                 19.241,                 1.6626,                      0,                      0,                      0,                      0,                0.02542,                 3.0352,                0.01567,             0.00073378,             0.00073378,             0.00073378
                     33,                 2.8627,                 21.045,                  1.348,                      0,                      0,                      0,                      0,                0.02542,                 3.0352,                0.01567,             0.00071814,             0.00071814,             0.00071814
                     34,                 3.5624,                 16.884,                 1.8396,                      0,                      0,                      0,                      0,                 0.0249,                 2.7481,                0.01531,              0.0006932,              0.0006932,              0.0006932
                     35,                 4.7214,                 17.103,                 2.1285,                      0,                      0,                      0,                      0,                 0.0249,                 2.7481,                0.01531,              0.0006536,              0.0006536,              0.0006536
                     36,                 3.8638,                 17.784,                 2.1758,                      0,                      0,                      0,                      0,                 0.0249,                 2.7481,                0.01531,               0.000614,               0.000614,               0.000614
                     37,                 3.5743,                 16.767,                 1.7345,                      0,                      0,                      0,                      0,                 0.0249,                 2.7481,                0.01531,              0.0005744,              0.0005744,              0.0005744
                     38,                 5.0291,                  14.79,                 2.4972,                      0,                      0,                      0,                      0,                 0.0249,                 2.7481,                0.01531,              0.0005348,              0.0005348,              0.0005348
                     39,                 5.2509,                 13.298,                 2.4368,                      0,                      0,                      0,                      0,                 0.0249,                 2.7481,                0.01531,              0.0004952,              0.0004952,              0.0004952
                     40,                 5.1088,                 15.841,                  2.717,                      0,                      0,                      0,                      0,                0.02566,                 3.5703,                0.01579,              0.0004556,              0.0004556,              0.0004556
                     41,                 3.8018,                 9.4916,                 2.1374,                      0,                      0,                      0,                      0,                0.02566,                 3.5703,                0.01579,               0.000416,               0.000416,               0.000416
                     42,                 4.7706,                 13.287,                 2.3908,                      0,                      0,                      0,                      0,                0.02566,                 3.5703,                0.01579,              0.0003764,              0.0003764,              0.0003764
                     43,                 4.6836,                 17.618,                  2.284,                      0,                      0,                      0,                      0,                0.02566,                 3.5703,                0.01579,              0.0003368,              0.0003368,              0.0003368
                     44,                 5.1401,                 10.997,                  2.487,                      0,                      0,                      0,                      0,                0.02566,                 3.5703,                0.01579,              0.0002972,              0.0002972,              0.0002972
                     45,                 4.4908,                 8.9867,                 2.3616,                      0,                      0,                      0,                      0,                 0.0266,                 4.0391,                0.01629,              0.0002576,              0.0002576,              0.0002576
                     46,                 3.6704,                 7.7264,                 2.4441,                      0,                      0,                      0,                      0,                 0.0266,                 4.0391,                0.01629,               0.000218,               0.000218,               0.000218
                     47,                 3.3837,                 16.381,                 1.6535,                      0,                      0,                      0,                      0,                 0.0266,                 4.0391,                0.01629,              0.0001784,              0.0001784,              0.0001784
                     48,                 5.2041,                 13.811,                 2.5361,                      0,                      0,                      0,                      0,                 0.0266,                 4.0391,                0.01629,              0.0001388,              0.0001388,              0.0001388
                     49,                 4.7154,                  20.43,                 2.0998,                      0,                      0,                      0,                      0,                 0.0266,                 4.0391,                0.01629,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 3.8847,                 7.5835,                 2.0897,                      0,                      0,                      0,                      0,                0.02907,                 4.8867,                0.01761,               5.96e-05,               5.96e-05,               5.96e-05
