                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     23,                 0.0048,                 17.844,                0.00274,                      0,                      0,                      0,                      0,                0.05607,                 12.273,                0.03209,             0.00050796,             0.00050796,             0.00050796
                     24,                 3.4978,                 19.535,                 2.0109,                      0,                      0,                      0,                      0,                0.05607,                 12.273,                0.03209,             0.00051192,             0.00051192,             0.00051192
                     25,                 3.4592,                 19.465,                 1.9768,                      0,                      0,                      0,                      0,                0.05607,                 12.273,                0.03209,              0.0005143,              0.0005143,              0.0005143
                     26,                 2.7003,                 19.162,                 1.5466,                      0,                      0,                      0,                      0,                0.05607,                 12.273,                0.03209,              0.0005151,              0.0005151,              0.0005151
                     27,                0.59695,                 18.059,                0.33802,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00051431,             0.00051431,             0.00051431
                     28,                0.58591,                 17.286,                 0.3193,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00051194,             0.00051194,             0.00051194
                     29,                0.35846,                 17.197,                0.19801,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00050798,             0.00050798,             0.00050798
                     30,                0.04495,                 17.053,                 0.0237,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00050244,             0.00050244,             0.00050244
                     31,                 1.3894,                 17.761,                0.74113,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00049532,             0.00049532,             0.00049532
                     32,                 5.0331,                 19.576,                 2.7283,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00048661,             0.00048661,             0.00048661
                     33,                0.30304,                 17.328,                0.16563,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00047632,             0.00047632,             0.00047632
                     34,                 0.5928,                 17.303,                0.32009,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00046444,             0.00046444,             0.00046444
                     35,                 2.5973,                  18.42,                 1.5015,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00045098,             0.00045098,             0.00045098
                     36,                 3.0532,                 18.641,                 1.6435,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00043594,             0.00043594,             0.00043594
                     37,                 2.2506,                 18.173,                 1.2155,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,             0.00041931,             0.00041931,             0.00041931
                     38,                 0.0056,                  17.13,                0.00293,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,              0.0004011,              0.0004011,              0.0004011
                     39,                0.13657,                 17.162,                0.07488,                      0,                      0,                      0,                      0,                0.05413,                 12.273,                0.03119,              0.0003813,              0.0003813,              0.0003813
                     40,                 2.8989,                 18.194,                 1.6219,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00035992,             0.00035992,             0.00035992
                     41,                  2.454,                 17.824,                 1.3174,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00033696,             0.00033696,             0.00033696
                     42,                 1.9335,                 17.613,                 1.0764,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00031241,             0.00031241,             0.00031241
                     43,                 1.5461,                 17.369,                0.80492,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00028628,             0.00028628,             0.00028628
                     44,                 2.1459,                 17.644,                 1.1254,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00025856,             0.00025856,             0.00025856
                     45,                 3.1621,                 18.165,                 1.6426,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00022926,             0.00022926,             0.00022926
                     46,                0.04252,                 16.685,                 0.0227,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00019838,             0.00019838,             0.00019838
                     47,                0.83754,                 17.027,                0.43136,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00016591,             0.00016591,             0.00016591
                     48,                 6.0084,                 18.308,                 3.1729,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             0.00013186,             0.00013186,             0.00013186
                     49,                 3.2738,                 18.298,                 1.8123,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             9.6224e-05,             9.6224e-05,             9.6224e-05
                     50,                 1.2294,                 17.204,                0.61793,                      0,                      0,                      0,                      0,                0.04708,                 12.266,                0.02755,             5.9004e-05,             5.9004e-05,             5.9004e-05
